entry_time,entry_price,exit_time,exit_price,direction,profit_loss,strategy,symbol,resolution,holding_bars,points
2027-02-24 12:57:24,16649.53,2027-02-24 14:27:24,16649.9,long,6.79,SMA_crossover,NQ,5min,18,0.36
2027-02-24 16:27:24,16655.61,2027-02-24 18:42:24,16653.95,long,-33.68,SMA_crossover,NQ,5min,27,-1.66
2027-02-25 00:42:24,16636.33,2027-02-26 00:42:24,16635.11,long,-25.08,momentum,NQ,1d,1,-1.23
2027-02-25 20:43:24,1630.99,2027-02-25 23:43:24,1630.53,long,-46.38,momentum,GCZ,15min,12,-0.46
2027-02-26 03:42:24,16631.92,2027-03-04 03:42:24,16633.33,short,-28.65,RSI_breakout,NQ,1d,6,-1.41
2027-02-26 07:43:24,1624.07,2027-02-26 07:51:24,1624.54,short,-47.23,RSI_breakout,GCZ,1min,8,-0.47
2027-02-26 19:51:24,1635.31,2027-02-27 00:36:24,1635.48,long,16.79,SMA_crossover,GCZ,15min,19,0.17
2027-02-27 14:36:24,1657.12,2027-02-27 15:28:24,1656.59,long,-53.43,SMA_crossover,GCZ,1min,52,-0.53
2027-02-28 04:28:24,1637.16,2027-02-28 04:53:24,1636.78,long,-39.2,SMA_crossover,GCZ,1min,25,-0.39
2027-02-28 08:53:24,1647.34,2027-02-28 09:09:24,1647.95,short,-61.34,RSI_breakout,GCZ,1min,16,-0.61
2027-02-28 21:09:24,1662.09,2027-02-28 22:04:24,1662.12,short,-3.56,momentum,GCZ,5min,11,-0.03
2027-03-01 00:04:24,1657.08,2027-03-01 00:21:24,1657.47,short,-40.06,SMA_crossover,GCZ,1min,17,-0.4
2027-03-01 09:21:24,1655.44,2027-03-01 10:36:24,1655.41,short,2.8,momentum,GCZ,15min,5,0.03
2027-03-02 02:36:24,1656.7,2027-03-02 03:06:24,1656.78,short,-7.9,momentum,GCZ,15min,2,-0.07
2027-03-02 10:06:24,1660.27,2027-03-02 13:36:24,1659.86,short,40.15,SMA_crossover,GCZ,15min,14,0.41
2027-03-03 02:36:24,1651.54,2027-03-03 02:46:24,1651.25,long,-29.68,random_realistic,GCZ,5min,2,-0.29
2027-03-03 13:46:24,1630.9,2027-03-04 13:46:24,1630.64,long,-26.48,momentum,GCZ,1d,1,-0.26
2027-03-04 13:42:24,16681.6,2027-03-04 15:17:24,16682.69,short,-22.38,random_realistic,NQ,5min,19,-1.09
2027-03-04 18:17:24,16687.87,2027-03-05 18:17:24,16687.73,short,2.43,momentum,NQ,1d,1,0.15
2027-03-05 01:46:24,1633.98,2027-03-06 01:46:24,1634.62,long,63.88,random_realistic,GCZ,1d,1,0.64
2027-03-06 02:17:24,16718.02,2027-03-06 04:22:24,16718.82,long,15.6,SMA_crossover,NQ,5min,25,0.8
2027-03-06 09:46:24,1632.78,2027-03-10 09:46:24,1633.09,short,-31.53,random_realistic,GCZ,1d,4,-0.31
2027-03-07 04:22:24,16775.62,2027-03-07 05:02:24,16776.7,short,-22.02,random_realistic,NQ,5min,8,-1.08
2027-03-07 11:02:24,16811.96,2027-03-07 11:47:24,16811.1,long,-17.79,RSI_breakout,NQ,5min,9,-0.86
2027-03-08 10:47:24,16787.44,2027-03-08 11:22:24,16785.79,long,-33.51,SMA_crossover,NQ,5min,7,-1.65
2027-03-09 09:22:24,16817.06,2027-03-14 09:22:24,16818.25,short,-24.23,RSI_breakout,NQ,1d,5,-1.19
2027-03-10 22:46:24,1629.66,2027-03-11 02:31:24,1629.22,long,-45.47,SMA_crossover,GCZ,15min,15,-0.45
2027-03-11 08:31:24,1649.25,2027-03-11 11:01:24,1649.06,short,18.39,RSI_breakout,GCZ,15min,10,0.19
2027-03-11 12:01:24,1657.29,2027-03-11 14:01:24,1656.95,short,33.04,momentum,GCZ,15min,8,0.34
2027-03-12 07:01:24,1661.67,2027-03-12 07:14:24,1661.24,long,-43.34,RSI_breakout,GCZ,1min,13,-0.43
2027-03-12 13:14:24,1647.63,2027-03-12 13:54:24,1648.16,short,-53.05,SMA_crossover,GCZ,5min,8,-0.53
2027-03-13 12:54:24,1657.95,2027-03-13 15:24:24,1657.44,long,-51.98,SMA_crossover,GCZ,5min,30,-0.51
2027-03-13 22:24:24,1653.16,2027-03-14 00:54:24,1652.58,long,-58.72,momentum,GCZ,15min,10,-0.58
2027-03-14 12:22:24,16818.63,2027-03-14 12:36:24,16819.73,short,-22.53,RSI_breakout,NQ,1min,14,-1.1
2027-03-14 21:54:24,1664.34,2027-03-14 22:29:24,1664.85,short,-51.14,RSI_breakout,GCZ,5min,7,-0.51
2027-03-14 22:36:24,16798.1,2027-03-14 23:06:24,16796.87,long,-25.13,RSI_breakout,NQ,15min,2,-1.23
2027-03-15 01:06:24,16783.77,2027-03-15 02:31:24,16785.14,short,-27.74,random_realistic,NQ,5min,17,-1.36
2027-03-15 03:29:24,1668.33,2027-03-15 05:14:24,1667.72,short,60.86,SMA_crossover,GCZ,5min,21,0.61
2027-03-15 20:31:24,16717.01,2027-03-15 21:25:24,16717.87,short,-17.67,SMA_crossover,NQ,1min,54,-0.86
2027-03-16 00:14:24,1646.72,2027-03-16 00:33:24,1646.13,short,58.71,random_realistic,GCZ,1min,19,0.59
2027-03-16 09:33:24,1662.23,2027-03-16 10:08:24,1662.75,short,-52.56,SMA_crossover,GCZ,1min,35,-0.52
2027-03-16 13:25:24,16699.52,2027-03-16 14:16:24,16698.24,long,-26.16,SMA_crossover,NQ,1min,51,-1.28
2027-03-17 03:16:24,16673.49,2027-03-17 03:40:24,16674.67,long,23.02,momentum,NQ,1min,24,1.18
2027-03-17 08:08:24,1657.64,2027-03-17 08:33:24,1657.2,long,-43.99,random_realistic,GCZ,1min,25,-0.43
2027-03-17 14:33:24,1667.94,2027-03-17 15:13:24,1667.53,short,40.41,RSI_breakout,GCZ,5min,8,0.41
2027-03-17 19:40:24,16745.8,2027-03-17 20:25:24,16746.81,short,-20.79,RSI_breakout,NQ,15min,3,-1.01
2027-03-18 02:13:24,1651.59,2027-03-18 04:58:24,1651.41,short,17.65,momentum,GCZ,15min,11,0.18
2027-03-18 12:25:24,16755.28,2027-03-18 12:33:24,16754.39,long,-18.25,RSI_breakout,NQ,1min,8,-0.89
2027-03-18 14:33:24,16769.45,2027-03-18 16:48:24,16768.57,long,-18.12,random_realistic,NQ,15min,9,-0.88
2027-03-19 00:48:24,16722.29,2027-03-22 00:48:24,16721.28,long,-20.81,RSI_breakout,NQ,1d,3,-1.02
2027-03-19 02:58:24,1603.52,2027-03-19 03:53:24,1602.94,short,57.25,SMA_crossover,GCZ,5min,11,0.58
2027-03-19 04:53:24,1603.1,2027-03-19 05:10:24,1603.19,short,-9.92,RSI_breakout,GCZ,1min,17,-0.09
2027-03-19 22:10:24,1609.37,2027-03-27 22:10:24,1609.65,short,-28.04,random_realistic,GCZ,1d,8,-0.28
2027-03-22 07:48:24,16761.05,2027-03-22 10:33:24,16761.06,short,-0.65,SMA_crossover,NQ,15min,11,-0.01
2027-03-22 20:33:24,16727.16,2027-03-22 21:48:24,16727.84,long,13.19,momentum,NQ,15min,5,0.68
2027-03-23 16:48:24,16701.2,2027-03-23 17:18:24,16700.46,short,14.19,random_realistic,NQ,5min,6,0.73
2027-03-23 19:18:24,16688.92,2027-03-23 20:48:24,16690.08,short,-23.73,momentum,NQ,15min,6,-1.16
2027-03-24 04:48:24,16720.36,2027-03-24 06:03:24,16719.52,short,16.24,random_realistic,NQ,15min,5,0.84
2027-03-25 03:03:24,16768.48,2027-03-25 04:48:24,16767.58,long,-18.57,RSI_breakout,NQ,15min,7,-0.9
2027-03-25 17:48:24,16781.5,2027-03-25 19:13:24,16780.38,long,-22.84,random_realistic,NQ,5min,17,-1.12
2027-03-26 12:13:24,16827.25,2027-03-26 12:16:24,16827.49,long,4.3,RSI_breakout,NQ,1min,3,0.24
2027-03-26 23:16:24,16843.63,2027-03-26 23:25:24,16842.31,long,-26.87,RSI_breakout,NQ,1min,9,-1.32
2027-03-27 12:25:24,16856.19,2027-03-27 12:45:24,16855.24,long,-19.44,RSI_breakout,NQ,1min,20,-0.95
2027-03-27 20:45:24,16828.48,2027-03-29 20:45:24,16829.63,long,22.56,momentum,NQ,1d,2,1.15
2027-03-28 01:10:24,1611.8,2027-03-29 01:10:24,1611.31,long,-49.3,RSI_breakout,GCZ,1d,1,-0.49
2027-03-29 20:10:24,1600.79,2027-04-05 20:10:24,1600.36,long,-43.41,SMA_crossover,GCZ,1d,7,-0.43
2027-03-30 11:45:24,16843.33,2027-03-30 16:00:24,16842.46,short,16.96,SMA_crossover,NQ,15min,17,0.87
2027-03-30 22:00:24,16853.21,2027-03-30 23:30:24,16854.15,short,-19.26,random_realistic,NQ,5min,18,-0.94
2027-03-31 23:30:24,16883.68,2027-04-01 00:30:24,16884.37,short,-14.26,RSI_breakout,NQ,5min,12,-0.69
2027-04-01 03:30:24,16870.01,2027-04-01 05:00:24,16868.71,long,-26.44,RSI_breakout,NQ,15min,6,-1.3
2027-04-02 03:00:24,16873.73,2027-04-02 06:30:24,16874.22,long,9.19,SMA_crossover,NQ,15min,14,0.48
2027-04-02 21:30:24,16919.06,2027-04-09 21:30:24,16919.36,long,5.51,random_realistic,NQ,1d,7,0.3
2027-04-06 09:10:24,1568.8,2027-04-06 11:10:24,1568.62,short,17.75,SMA_crossover,GCZ,15min,8,0.18
2027-04-07 09:10:24,1570.63,2027-04-07 09:35:24,1570.97,long,34.15,momentum,GCZ,1min,25,0.35
2027-04-08 07:35:24,1570.08,2027-04-08 07:38:24,1570.57,short,-49.35,random_realistic,GCZ,1min,3,-0.49
2027-04-09 06:38:24,1557.62,2027-04-09 08:33:24,1557.64,short,-2.76,SMA_crossover,GCZ,5min,23,-0.02
2027-04-09 12:33:24,1557.93,2027-04-09 13:48:24,1558.36,short,-44.2,SMA_crossover,GCZ,15min,5,-0.44
2027-04-09 19:48:24,1570.36,2027-04-09 22:03:24,1571.0,long,63.03,momentum,GCZ,15min,9,0.64
2027-04-10 12:03:24,1561.67,2027-04-10 14:18:24,1562.15,short,-48.27,momentum,GCZ,15min,9,-0.48
2027-04-10 21:18:24,1561.56,2027-04-14 21:18:24,1561.75,long,18.53,RSI_breakout,GCZ,1d,4,0.19
2027-04-10 21:30:24,16871.21,2027-04-10 22:55:24,16869.99,long,-24.96,SMA_crossover,NQ,5min,17,-1.22
2027-04-11 13:55:24,16838.45,2027-04-11 14:20:24,16837.57,long,-17.98,random_realistic,NQ,5min,5,-0.87
2027-04-12 10:20:24,16928.79,2027-04-16 10:20:24,16928.99,long,3.38,momentum,NQ,1d,4,0.19
2027-04-14 23:18:24,1566.64,2027-04-18 23:18:24,1566.34,short,30.19,RSI_breakout,GCZ,1d,4,0.31
2027-04-16 17:20:24,16864.83,2027-04-16 18:35:24,16865.48,short,-13.63,random_realistic,NQ,15min,5,-0.66
2027-04-16 23:35:24,16878.68,2027-04-16 23:59:24,16879.77,short,-22.41,momentum,NQ,1min,24,-1.1
2027-04-17 07:59:24,16830.24,2027-04-22 07:59:24,16828.66,short,31.14,SMA_crossover,NQ,1d,5,1.58
2027-04-19 05:18:24,1572.22,2027-04-25 05:18:24,1572.71,long,48.31,RSI_breakout,GCZ,1d,6,0.49
2027-04-22 18:59:24,16779.18,2027-04-22 19:09:24,16777.86,short,25.87,momentum,NQ,1min,10,1.32
2027-04-22 21:09:24,16797.81,2027-04-23 01:09:24,16796.64,long,-24.0,SMA_crossover,NQ,15min,16,-1.17
2027-04-23 07:09:24,16849.65,2027-04-23 10:09:24,16848.77,long,-18.17,random_realistic,NQ,15min,12,-0.88
2027-04-23 12:09:24,16835.83,2027-04-23 12:38:24,16834.92,long,-18.62,momentum,NQ,1min,29,-0.91
2027-04-24 12:38:24,16896.44,2027-04-24 13:48:24,16895.67,short,14.85,momentum,NQ,5min,14,0.77
2027-04-25 13:48:24,16944.87,2027-04-25 15:18:24,16945.94,short,-21.92,SMA_crossover,NQ,5min,18,-1.07
2027-04-25 15:18:24,1582.97,2027-04-25 16:08:24,1583.54,short,-57.11,RSI_breakout,GCZ,5min,10,-0.57
2027-04-25 16:18:24,16958.44,2027-04-28 16:18:24,16960.2,long,34.73,random_realistic,NQ,1d,3,1.76
2027-04-26 02:08:24,1561.96,2027-04-27 02:08:24,1562.45,long,48.64,momentum,GCZ,1d,1,0.49
2027-04-27 20:08:24,1566.73,2027-04-27 21:08:24,1567.21,long,48.05,SMA_crossover,GCZ,5min,12,0.49
2027-04-28 17:08:24,1588.58,2027-05-06 17:08:24,1589.0,short,-41.82,random_realistic,GCZ,1d,8,-0.41
2027-04-29 09:18:24,16897.11,2027-05-03 09:18:24,16898.14,long,20.09,RSI_breakout,NQ,1d,4,1.03
2027-05-04 07:18:24,16937.19,2027-05-04 07:55:24,16938.04,short,-17.37,random_realistic,NQ,1min,37,-0.84
2027-05-05 00:55:24,16967.98,2027-05-05 04:25:24,16968.04,short,-1.63,random_realistic,NQ,15min,14,-0.06
2027-05-06 01:25:24,16940.58,2027-05-11 01:25:24,16939.23,long,-27.46,random_realistic,NQ,1d,5,-1.35
2027-05-07 05:08:24,1577.97,2027-05-07 05:51:24,1577.49,long,-47.75,random_realistic,GCZ,1min,43,-0.47
2027-05-07 07:51:24,1575.72,2027-05-07 08:09:24,1576.18,short,-46.35,SMA_crossover,GCZ,1min,18,-0.46
2027-05-08 02:09:24,1553.89,2027-05-08 03:14:24,1553.37,short,52.1,random_realistic,GCZ,5min,13,0.53
2027-05-08 05:14:24,1547.59,2027-05-08 06:14:24,1548.29,long,69.54,momentum,GCZ,15min,4,0.7
2027-05-09 02:14:24,1551.52,2027-05-16 02:14:24,1551.22,long,-30.18,RSI_breakout,GCZ,1d,7,-0.3
2027-05-11 15:25:24,16901.89,2027-05-12 15:25:24,16900.55,long,-27.34,random_realistic,NQ,1d,1,-1.34
2027-05-12 19:25:24,16918.58,2027-05-12 20:35:24,16917.68,long,-18.34,random_realistic,NQ,5min,14,-0.89
2027-05-13 10:35:24,16871.04,2027-05-13 12:05:24,16871.11,long,0.89,SMA_crossover,NQ,15min,6,0.07
2027-05-14 06:05:24,16895.76,2027-05-14 07:50:24,16895.54,long,-5.02,SMA_crossover,NQ,5min,21,-0.23
2027-05-14 13:50:24,16945.2,2027-05-14 14:05:24,16945.72,short,-10.92,momentum,NQ,1min,15,-0.52
2027-05-15 11:05:24,16968.41,2027-05-15 11:20:24,16968.74,long,6.01,RSI_breakout,NQ,5min,3,0.33
2027-05-15 21:20:24,16955.95,2027-05-16 21:20:24,16956.17,long,4.0,momentum,NQ,1d,1,0.23
2027-05-16 09:14:24,1545.7,2027-05-16 10:14:24,1546.07,short,-36.95,RSI_breakout,GCZ,15min,4,-0.36
2027-05-16 21:14:24,1548.27,2027-05-16 22:44:24,1548.66,short,-39.34,momentum,GCZ,5min,18,-0.39
2027-05-17 00:20:24,16982.58,2027-05-24 00:20:24,16981.43,long,-23.61,random_realistic,NQ,1d,7,-1.16
2027-05-17 02:44:24,1550.63,2027-05-17 04:04:24,1550.99,short,-36.75,random_realistic,GCZ,5min,16,-0.36
2027-05-18 01:04:24,1544.92,2027-05-18 01:10:24,1544.49,long,-42.72,RSI_breakout,GCZ,1min,6,-0.42
2027-05-18 14:10:24,1569.55,2027-05-18 14:45:24,1569.0,short,54.78,SMA_crossover,GCZ,5min,7,0.55
2027-05-19 10:45:24,1559.62,2027-05-19 10:55:24,1559.83,long,21.31,RSI_breakout,GCZ,1min,10,0.22
2027-05-20 07:55:24,1551.01,2027-05-20 08:40:24,1550.41,short,59.62,RSI_breakout,GCZ,15min,3,0.6
2027-05-21 07:40:24,1556.02,2027-05-21 08:40:24,1555.44,short,57.83,momentum,GCZ,5min,12,0.58
2027-05-22 07:40:24,1532.11,2027-05-26 07:40:24,1532.23,short,-12.64,momentum,GCZ,1d,4,-0.12
2027-05-24 03:20:24,16981.53,2027-05-24 05:00:24,16980.58,short,18.38,momentum,NQ,5min,20,0.94
2027-05-24 14:00:24,17022.81,2027-05-24 14:13:24,17023.69,short,-18.06,momentum,NQ,1min,13,-0.88
2027-05-25 02:13:24,17040.53,2027-05-25 02:23:24,17041.46,short,-18.99,SMA_crossover,NQ,1min,10,-0.92
2027-05-25 10:23:24,17026.95,2027-05-25 11:53:24,17027.74,long,15.41,momentum,NQ,15min,6,0.8
2027-05-25 19:53:24,16976.22,2027-05-25 19:55:24,16977.41,short,-24.4,random_realistic,NQ,1min,2,-1.2
2027-05-26 09:40:24,1536.9,2027-05-26 10:25:24,1536.81,short,9.06,SMA_crossover,GCZ,5min,9,0.1
2027-05-26 19:55:24,16952.23,2027-06-02 19:55:24,16951.13,long,-22.45,SMA_crossover,NQ,1d,7,-1.1
2027-05-27 07:25:24,1520.86,2027-06-02 07:25:24,1520.88,short,-2.54,random_realistic,GCZ,1d,6,-0.02
2027-06-02 20:25:24,1532.27,2027-06-02 21:25:24,1531.92,short,34.83,random_realistic,GCZ,15min,4,0.35
2027-06-02 23:55:24,16947.28,2027-06-04 23:55:24,16946.82,short,8.65,RSI_breakout,NQ,1d,2,0.46
2027-06-03 01:25:24,1517.31,2027-06-03 02:02:24,1516.88,long,-43.57,random_realistic,GCZ,1min,37,-0.43
2027-06-03 03:02:24,1513.61,2027-06-03 04:07:24,1514.12,short,-51.11,random_realistic,GCZ,5min,13,-0.51
2027-06-03 18:07:24,1538.41,2027-06-03 19:22:24,1538.06,long,-34.95,momentum,GCZ,15min,5,-0.34
2027-06-04 13:22:24,1531.8,2027-06-04 15:37:24,1531.48,short,31.46,momentum,GCZ,15min,9,0.32
2027-06-04 23:37:24,1549.71,2027-06-06 23:37:24,1550.15,short,-44.54,momentum,GCZ,1d,2,-0.44
2027-06-05 17:55:24,16930.74,2027-06-07 17:55:24,16931.17,long,8.22,RSI_breakout,NQ,1d,2,0.44
2027-06-07 08:37:24,1535.79,2027-06-07 08:49:24,1535.25,short,53.74,momentum,GCZ,1min,12,0.54
2027-06-07 13:49:24,1519.05,2027-06-07 14:14:24,1518.61,short,44.28,SMA_crossover,GCZ,5min,5,0.45
2027-06-07 19:14:24,1532.53,2027-06-07 19:23:24,1533.02,long,49.27,RSI_breakout,GCZ,1min,9,0.5
2027-06-08 08:55:24,16891.42,2027-06-08 11:10:24,16890.22,long,-24.38,RSI_breakout,NQ,15min,9,-1.19
2027-06-08 13:23:24,1534.17,2027-06-08 13:37:24,1533.74,long,-43.3,momentum,GCZ,1min,14,-0.43
2027-06-08 14:10:24,16865.45,2027-06-13 14:10:24,16864.78,long,-13.78,random_realistic,NQ,1d,5,-0.66
2027-06-09 08:37:24,1501.86,2027-06-09 11:22:24,1501.6,long,-26.07,random_realistic,GCZ,15min,11,-0.26
2027-06-09 23:22:24,1516.99,2027-06-18 23:22:24,1517.35,short,-35.86,SMA_crossover,GCZ,1d,9,-0.35
2027-06-13 16:10:24,16883.12,2027-06-13 17:40:24,16882.6,short,9.81,random_realistic,NQ,5min,18,0.52
2027-06-14 01:40:24,16848.26,2027-06-14 01:50:24,16849.19,long,18.15,random_realistic,NQ,5min,2,0.93
2027-06-14 16:50:24,16779.08,2027-06-14 17:05:24,16779.72,long,12.21,random_realistic,NQ,1min,15,0.64
2027-06-15 08:05:24,16770.31,2027-06-15 08:20:24,16769.74,short,10.96,momentum,NQ,1min,15,0.57
2027-06-15 10:20:24,16789.99,2027-06-18 10:20:24,16788.88,long,-22.73,momentum,NQ,1d,3,-1.11
2027-06-18 14:20:24,16762.76,2027-06-18 17:20:24,16764.08,short,-26.74,momentum,NQ,15min,12,-1.31
2027-06-19 01:22:24,1512.15,2027-06-19 02:15:24,1512.62,short,-48.25,SMA_crossover,GCZ,1min,53,-0.48
2027-06-19 09:20:24,16733.96,2027-06-21 09:20:24,16734.63,long,12.75,momentum,NQ,1d,2,0.66
2027-06-19 23:15:24,1500.88,2027-06-19 23:24:24,1500.31,long,-57.62,RSI_breakout,GCZ,1min,9,-0.57
2027-06-20 23:24:24,1469.16,2027-06-27 23:24:24,1469.06,short,8.99,random_realistic,GCZ,1d,7,0.09
2027-06-22 02:20:24,16647.26,2027-06-22 02:25:24,16647.89,long,12.15,momentum,NQ,1min,5,0.63
2027-06-22 04:25:24,16630.42,2027-06-26 04:25:24,16631.06,short,-13.28,momentum,NQ,1d,4,-0.64
2027-06-26 15:25:24,16609.16,2027-06-26 17:40:24,16610.3,short,-23.38,RSI_breakout,NQ,15min,9,-1.14
2027-06-27 14:40:24,16737.13,2027-06-27 15:25:24,16737.1,long,-1.16,SMA_crossover,NQ,5min,9,-0.03
2027-06-28 08:24:24,1475.43,2027-06-28 08:59:24,1475.96,short,-54.0,momentum,GCZ,5min,7,-0.54
2027-06-28 15:25:24,16752.65,2027-07-05 15:25:24,16754.03,long,27.13,RSI_breakout,NQ,1d,7,1.38
2027-06-28 19:59:24,1507.71,2027-06-28 21:49:24,1507.69,short,0.95,SMA_crossover,GCZ,5min,22,0.01
2027-06-29 13:49:24,1490.1,2027-06-29 17:34:24,1490.57,short,-47.67,SMA_crossover,GCZ,15min,15,-0.47
2027-06-30 00:34:24,1496.22,2027-06-30 01:39:24,1496.16,short,5.11,momentum,GCZ,5min,13,0.06
2027-06-30 07:39:24,1504.17,2027-06-30 07:49:24,1504.16,long,-1.1,momentum,GCZ,1min,10,-0.01
2027-06-30 13:49:24,1497.37,2027-07-01 13:49:24,1497.29,long,-7.73,momentum,GCZ,1d,1,-0.07
2027-07-01 15:49:24,1497.81,2027-07-01 18:19:24,1497.48,short,33.1,SMA_crossover,GCZ,5min,30,0.34
2027-07-02 14:19:24,1498.43,2027-07-02 16:19:24,1498.81,short,-38.03,random_realistic,GCZ,15min,8,-0.38
2027-07-03 15:19:24,1518.76,2027-07-06 15:19:24,1518.34,short,41.98,momentum,GCZ,1d,3,0.42
2027-07-06 05:25:24,16737.13,2027-07-06 07:25:24,16737.03,short,1.32,RSI_breakout,NQ,15min,8,0.09
2027-07-07 02:19:24,1495.29,2027-07-07 03:04:24,1495.51,long,22.4,RSI_breakout,GCZ,5min,9,0.23
2027-07-07 04:25:24,16825.96,2027-07-07 07:25:24,16825.63,long,-6.97,momentum,NQ,15min,12,-0.32
2027-07-07 06:04:24,1504.77,2027-07-07 06:49:24,1505.24,short,-47.82,RSI_breakout,GCZ,15min,3,-0.47
2027-07-07 11:25:24,16848.86,2027-07-07 13:10:24,16849.83,long,18.92,RSI_breakout,NQ,15min,7,0.97
2027-07-07 12:49:24,1497.84,2027-07-07 13:04:24,1497.33,long,-51.22,RSI_breakout,GCZ,5min,3,-0.51
2027-07-08 00:10:24,16921.19,2027-07-10 00:10:24,16920.08,long,-22.6,RSI_breakout,NQ,1d,2,-1.1
2027-07-08 10:04:24,1526.95,2027-07-08 11:44:24,1526.51,long,-44.05,random_realistic,GCZ,5min,20,-0.44
2027-07-08 23:44:24,1534.37,2027-07-13 23:44:24,1534.0,long,-37.62,RSI_breakout,GCZ,1d,5,-0.37
2027-07-10 11:10:24,16908.62,2027-07-10 12:55:24,16909.36,long,14.31,random_realistic,NQ,15min,7,0.74
2027-07-10 20:55:24,16888.74,2027-07-14 20:55:24,16887.34,long,-28.61,SMA_crossover,NQ,1d,4,-1.41
2027-07-14 20:44:24,1512.01,2027-07-14 21:59:24,1512.03,long,0.9,SMA_crossover,GCZ,5min,15,0.01
2027-07-14 23:59:24,1522.24,2027-07-15 00:49:24,1522.29,long,4.83,SMA_crossover,GCZ,1min,50,0.05
2027-07-15 13:55:24,16938.08,2027-07-18 13:55:24,16937.99,short,1.25,momentum,NQ,1d,3,0.09
2027-07-15 15:49:24,1533.73,2027-07-15 17:09:24,1533.4,long,-33.64,momentum,GCZ,5min,16,-0.33
2027-07-16 04:09:24,1540.28,2027-07-16 04:31:24,1540.56,short,-28.0,SMA_crossover,GCZ,1min,22,-0.28
2027-07-17 01:31:24,1555.29,2027-07-17 01:56:24,1554.5,short,77.95,momentum,GCZ,5min,5,0.78
2027-07-17 11:56:24,1541.37,2027-07-24 11:56:24,1541.82,short,-45.54,SMA_crossover,GCZ,1d,7,-0.45
2027-07-19 01:55:24,16962.15,2027-07-19 03:15:24,16961.3,short,16.5,momentum,NQ,5min,16,0.85
2027-07-19 13:15:24,16911.76,2027-07-19 14:05:24,16911.8,long,0.25,random_realistic,NQ,5min,10,0.04
2027-07-20 14:05:24,16997.96,2027-07-20 14:35:24,16997.85,long,-2.73,momentum,NQ,5min,6,-0.11
2027-07-21 01:35:24,17043.18,2027-07-21 02:50:24,17042.45,long,-14.96,SMA_crossover,NQ,5min,15,-0.72
2027-07-21 07:50:24,17043.15,2027-07-21 09:20:24,17044.18,short,-21.09,momentum,NQ,5min,18,-1.03
2027-07-22 09:20:24,17028.56,2027-07-22 09:30:24,17029.69,long,22.19,random_realistic,NQ,5min,2,1.13
2027-07-22 15:30:24,17049.69,2027-07-27 15:30:24,17048.56,short,22.25,momentum,NQ,1d,5,1.14
2027-07-25 04:56:24,1542.88,2027-07-25 06:01:24,1542.96,long,7.93,momentum,GCZ,5min,13,0.08
2027-07-25 21:01:24,1572.26,2027-07-25 22:46:24,1572.18,short,7.2,random_realistic,GCZ,5min,21,0.08
2027-07-26 15:46:24,1557.72,2027-07-26 16:20:24,1557.27,long,-45.42,random_realistic,GCZ,1min,34,-0.45
2027-07-26 22:20:24,1559.72,2027-07-26 23:15:24,1559.4,short,31.35,RSI_breakout,GCZ,5min,11,0.32
2027-07-27 14:15:24,1561.33,2027-07-27 16:30:24,1560.91,short,41.53,random_realistic,GCZ,15min,9,0.42
2027-07-27 19:30:24,17014.18,2027-07-27 20:05:24,17015.38,long,23.5,RSI_breakout,NQ,5min,7,1.2
2027-07-28 04:30:24,1551.7,2027-07-28 04:57:24,1551.4,long,-30.78,SMA_crossover,GCZ,1min,27,-0.3
2027-07-28 08:57:24,1548.24,2027-07-28 09:43:24,1548.64,short,-40.57,SMA_crossover,GCZ,1min,46,-0.4
2027-07-28 10:05:24,17083.09,2027-07-31 10:05:24,17082.91,short,3.19,momentum,NQ,1d,3,0.18
2027-07-29 02:43:24,1563.1,2027-07-29 04:38:24,1563.63,short,-53.66,random_realistic,GCZ,5min,23,-0.53
2027-07-29 17:38:24,1576.41,2027-08-01 17:38:24,1576.09,short,31.34,random_realistic,GCZ,1d,3,0.32
2027-08-01 09:05:24,17129.67,2027-08-01 09:11:24,17129.22,short,8.47,RSI_breakout,NQ,1min,6,0.45
2027-08-01 18:38:24,1575.14,2027-08-01 19:48:24,1574.71,short,42.16,RSI_breakout,GCZ,5min,14,0.43
2027-08-02 02:48:24,1570.58,2027-08-02 03:27:24,1570.22,long,-36.55,random_realistic,GCZ,1min,39,-0.36
2027-08-02 05:11:24,17092.81,2027-08-02 06:06:24,17091.76,short,20.49,momentum,NQ,5min,11,1.05
2027-08-02 06:27:24,1565.02,2027-08-02 07:57:24,1564.69,long,-33.8,RSI_breakout,GCZ,15min,6,-0.33
2027-08-03 05:06:24,17062.48,2027-08-03 05:56:24,17063.92,long,28.16,SMA_crossover,NQ,5min,10,1.43
2027-08-03 06:57:24,1551.26,2027-08-03 07:16:24,1551.94,long,67.38,momentum,GCZ,1min,19,0.68
2027-08-03 09:16:24,1547.28,2027-08-03 09:57:24,1546.95,long,-32.53,SMA_crossover,GCZ,1min,41,-0.32
2027-08-03 19:57:24,1537.41,2027-08-03 20:15:24,1537.04,long,-37.16,RSI_breakout,GCZ,1min,18,-0.37
2027-08-03 23:56:24,17071.33,2027-08-04 00:56:24,17072.14,short,-16.75,random_realistic,NQ,15min,4,-0.81
2027-08-04 08:56:24,16999.61,2027-08-04 09:05:24,16998.98,long,-13.23,momentum,NQ,1min,9,-0.64
2027-08-04 16:15:24,1563.67,2027-08-04 17:30:24,1563.73,short,-5.62,momentum,GCZ,5min,15,-0.05
